K40 PPKG NettoA pro Km Gemeindestrassen;;;;;;;;;
Kurzbeschrieb: Nettoaufwand Gemeindestrassen (Funktion 620) dividiert durch
die Strassenlänge Klassen I - III.



BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
784;Innertkirchen;886.0;250;18;19;;3845.82;4361.38;6615.88;4975.13;5019.19;4772.83;4428.24;4464.10;4903.55;3220.83
496;Ins;3260.0;243;8;20;;10355.75;10758.39;10139.60;8757.57;8185.25;8103.75;9234.27;8680.19;8918.79;7379.49
581;Interlaken;5481.0;250;11;6;;64276.97;68503.05;65636.25;77998.41;63826.85;59368.47;62622.88;70165.04;61640.45;60217.98
739;Ipsach;3913.0;242;16;13;371;74965.71;81539.60;60667.22;43801.14;28400.24;38386.08;42564.32;37836.57;33121.17;33645.23
582;Iseltwald;432.0;250;11;20;;8581.81;9084.87;7212.16;6697.44;5448.59;6818.23;6374.05;5614.20;4404.37;4179.05
362;Ittigen;11006.0;246;3;9;351;11708.59;14269.71;9080.33;9673.88;8421.36;5224.99;7888.91;11109.90;10847.88;5354.97
868;Jaberg;258.0;246;22;15;;9050.28;4104.66;5728.10;4003.19;2267.82;493.02;5130.68;8802.25;4650.88;78.95
540;Jegenstorf;4680.0;246;9;10;351;14022.00;14035.61;14754.10;14168.64;11843.33;11947.36;14391.90;18258.43;15231.13;15198.62
738;Jens;681.0;243;16;15;;9844.42;16261.95;10208.23;8556.59;8680.22;18575.46;9575.53;12593.98;12629.73;16448.14
304;Kallnach;1563.0;243;1;19;;9602.91;7525.18;7127.19;7557.50;6769.69;5458.87;9207.08;6494.93;8272.43;7471.76
564;Kandergrund;810.0;249;10;8;;1626.56;3549.27;1810.86;2030.52;440.33;982.60;724.43;5360.69;3270.33;1355.47
565;Kandersteg;1261.0;249;10;6;;1971.27;3002.84;5291.84;3843.44;1511.87;1414.18;2392.25;4158.18;3430.24;2900.59
305;Kappelen;1278.0;243;1;19;;6800.07;8458.06;7100.13;6590.46;6664.04;5155.99;7053.36;7882.74;6909.02;6979.42
869;Kaufdorf;1034.0;246;22;11;351;15109.82;14603.44;13985.43;16246.44;14623.27;16362.55;13211.89;16066.57;18600.29;16978.47
870;Kehrsatz;3964.0;246;22;10;351;21813.33;21398.03;20860.03;17236.17;14172.33;13266.13;14019.70;15910.44;21684.10;15747.23
411;Kernenried;449.0;245;6;15;;98.33;891.34;202.52;425.05;-997.88;-773.44;-1468.62;-886.97;920.56;-99.35
871;Kienersrüti;52.0;247;22;21;;-1192.53;2790.00;8008.56;-1693.45;-3200.55;-3359.95;-1999.64;-2754.83;688.91;1556.42
611;Kiesen;857.0;246;12;15;;8689.49;12132.12;9270.19;16744.15;7578.57;16127.66;18390.23;16549.07;18275.79;12113.02
412;Kirchberg;5613.0;245;6;12;404;15453.62;14967.28;15883.34;13969.94;13468.05;10510.46;12795.83;10657.87;12760.07;10529.54
872;Kirchdorf;814.0;246;22;20;;7957.92;10448.23;11116.82;11161.16;5073.19;6395.02;7900.03;17007.89;7272.16;13134.84
873;Kirchenthurnen;271.0;246;22;15;;14539.45;12658.79;46693.42;33306.35;22987.13;24508.30;49238.91;36814.77;50622.06;24470.30
354;Kirchlindach;2815.0;246;3;11;351;15664.31;17315.11;18570.10;17447.72;16839.06;19039.56;17061.03;20425.54;24772.49;19962.42
328;Kleindietwil;0.0;244;2;19;;1023.59;-551.53;3598.85;7471.57;2214.81;5743.01;6960.69;7483.37;6196.93;0.00
612;Konolfingen;4739.0;246;12;9;351;34440.91;26627.45;26444.06;36341.69;31159.54;22872.86;27158.43;32755.35;27074.10;34175.77
413;Koppigen;2070.0;245;6;17;;13959.01;11911.99;10784.99;11457.50;12180.24;7509.60;8288.02;10304.48;12421.60;14384.36
566;Krattigen;989.0;249;10;17;;42336.93;41418.96;41296.07;40313.87;38614.20;24876.51;35521.88;35395.14;27207.18;16996.45
414;Krauchthal;2318.0;245;6;15;;6918.00;9560.92;5877.91;8205.75;7577.74;7913.00;8575.53;9004.87;9648.59;8189.82
666;Kriechenwil;410.0;246;14;20;;84.80;143.94;558.26;-1145.56;-2832.88;-728.59;-2513.45;-3291.62;-1188.41;-2542.66
355;Köniz;38633.0;246;3;9;351;42259.20;38241.15;37200.48;38105.80;35170.07;35242.62;35864.95;39556.92;39100.70;34784.95
435;La Ferrière;545.0;241;7;19;;3980.29;3627.01;8449.60;8860.06;3534.55;14126.52;6719.10;11903.19;8204.54;14016.60
436;La Heutte;486.0;241;7;15;;19243.64;15715.07;12114.14;11830.47;12844.18;13725.59;13263.75;14540.71;8344.88;5507.17
723;La Neuveville;3559.0;241;13;17;;49673.39;44367.36;49706.35;52682.33;47162.88;44084.87;51186.53;48272.17;43801.51;38296.30
722;Lamboing;682.0;241;13;16;;20124.34;18048.16;10037.11;7689.13;8052.88;8466.61;12296.59;14850.49;8204.70;7588.27
613;Landiswil;628.0;246;12;21;;3229.33;3853.42;5275.98;4684.70;2829.87;2600.05;3220.74;5862.07;6542.42;2318.79
329;Langenthal;15017.0;244;2;3;;32829.87;32287.18;26283.96;25170.39;27614.51;15699.35;27367.48;28559.55;27955.00;23751.20
902;Langnau i.E.;9018.0;245;23;3;;11274.92;13402.72;12419.52;10896.78;9088.06;8265.09;9793.54;11360.68;11109.26;10008.20
842;Lauenen;810.0;248;20;21;;4019.97;6808.60;4527.83;4563.58;4555.01;3527.06;4056.03;6143.11;3412.54;4930.23
667;Laupen;2830.0;246;14;10;351;13607.61;12021.90;9574.82;10371.20;8820.27;11195.39;11477.50;14855.38;16270.69;14508.13
903;Lauperswil;2680.0;245;23;19;;7112.09;6983.08;7039.51;5847.53;4040.02;8353.25;5777.25;5448.27;5381.85;3706.22
584;Lauterbrunnen;2741.0;250;11;6;;50859.47;52768.01;43647.36;45319.19;42015.70;45946.66;43896.24;49536.16;35977.87;39420.45
330;Leimiswil;0.0;244;2;19;;1600.23;1937.45;3442.70;8642.61;7358.05;1715.94;1238.30;4612.59;11879.31;0.00
