K42 NPE NettoA pro Einwohner;;;;;;;;;
Kurzbeschrieb: Total Aufwand Laufende Rechnung ohne durchlaufende Beiträge (37), interne
Verrechnungen (39), übrige Abschreibungen (332) und Finanzausgleich (920.361) minus
Total Ertrag Laufende Rechnung ohne Steuern (40), Benützungsgebühren (434),
Verkaufserlöse (435) und Finanzausgleich (920.444) dividiert durch die Einwohnerzahl.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
538;Fraubrunnen;1791.0;246;9;11;351;2240.51;1810.61;1952.12;2211.53;2263.47;2072.01;2502.79;2486.89;2417.40;2768.05
663;Frauenkappelen;1256.0;246;14;11;351;2063.54;2238.07;2412.33;2457.05;2698.69;2636.44;2753.16;2636.18;2545.17;2604.17
607;Freimettigen;424.0;246;12;15;;2046.03;2291.17;2045.79;2028.50;2161.86;2374.37;2257.36;1998.57;2193.98;2109.05
563;Frutigen;6703.0;249;10;4;;1845.75;1947.72;1992.43;1916.08;1892.76;1861.16;1967.81;1947.96;1963.81;1724.79
781;Gadmen;229.0;250;18;22;;4323.94;3776.79;3614.63;3659.33;3629.96;3483.16;4171.46;3934.02;4993.02;3199.87
494;Gals;729.0;243;8;20;;2448.50;2581.24;2429.46;2487.88;2166.89;2517.85;2539.53;2344.65;2537.29;2797.26
495;Gampelen;791.0;243;8;17;;2645.67;2616.44;2784.36;2838.68;2666.60;2673.96;2811.59;2731.91;2893.54;2016.21
865;Gelterfingen;242.0;246;22;21;;2236.23;1424.36;1860.87;1949.69;2255.35;2108.53;2235.48;1911.69;2106.87;1904.95
866;Gerzensee;1134.0;246;22;20;;2858.04;2876.43;2749.36;2916.62;2774.64;2077.48;2730.46;2136.68;2850.45;2693.96
664;Golaten;303.0;246;14;21;;2232.97;2319.21;2612.50;2628.35;2592.33;2459.95;3037.96;2801.07;2464.47;3093.59
326;Gondiswil;724.0;244;2;19;;2731.02;2786.77;3099.35;3179.27;-630.09;2121.23;2247.36;2130.23;2401.91;2460.82
976;Graben;291.0;244;26;15;;1988.66;2442.00;2153.23;1712.92;1153.45;530.52;2151.24;2247.07;2097.97;2279.25
539;Grafenried;976.0;246;9;11;351;2272.35;2063.71;2162.76;2052.93;2393.41;1994.57;2075.78;2331.99;2209.48;2314.21
694;Grandval;351.0;241;15;18;;2527.75;2409.92;2946.05;3081.11;2935.65;3141.15;3024.75;2835.67;2611.83;2843.85
576;Grindelwald;4040.0;250;11;6;;3415.44;3168.46;3002.57;3386.07;3726.38;3862.71;3918.42;3658.65;3447.65;3590.20
303;Grossaffoltern;2812.0;243;1;15;;1959.12;2032.02;2080.69;2140.58;2156.89;2158.26;2159.66;2085.65;2399.85;2090.21
608;Grosshöchstetten;3289.0;246;12;11;351;2566.21;2752.03;2707.86;2628.85;2831.32;2808.71;2764.70;2622.97;2675.44;3387.65
841;Gsteig;986.0;248;20;20;;1756.46;2128.12;1808.72;2084.57;2177.90;2309.24;2523.09;3047.23;2818.05;2694.02
577;Gsteigwiler;430.0;250;11;14;;2151.10;2413.63;2099.75;2398.49;2194.71;1675.86;2272.46;2249.20;2362.95;1225.30
852;Guggisberg;1585.0;246;21;21;;2333.66;2406.35;2507.13;2695.88;2683.81;2616.46;2850.56;2778.16;3041.02;2714.83
665;Gurbrü;245.0;246;14;21;;1794.92;1547.15;2063.18;2291.69;2432.72;1832.17;2667.04;2272.70;1553.04;2960.04
867;Gurzelen;798.0;247;22;19;;2368.81;2233.32;2233.45;2475.37;2466.24;2494.32;2480.85;2462.08;2513.50;2471.17
327;Gutenburg;0.0;244;2;15;;2230.47;2645.02;3145.25;3198.34;-4606.04;0.00;0.00;0.00;0.00;0.00
782;Guttannen;321.0;250;18;7;;3914.70;3873.68;4097.44;3957.71;4219.64;3813.94;4338.42;4756.13;4494.21;4878.26
578;Gündlischwand;284.0;250;11;17;;2502.53;2523.96;2020.43;2424.03;2915.57;2351.20;1851.14;2389.26;2651.84;2566.25
579;Habkern;640.0;250;11;21;;2557.37;2752.70;2751.87;2838.76;2824.01;2965.39;3277.68;3065.89;3146.13;2979.72
736;Hagneck;415.0;243;16;15;;2255.02;2014.88;2009.38;2177.76;2057.01;2099.54;2485.43;2133.30;2256.32;2288.55
406;Hasle b.B.;3170.0;245;6;16;;1967.79;1706.76;1869.17;1929.50;2007.15;1676.79;1678.20;1859.28;1959.48;1577.77
783;Hasliberg;1229.0;250;18;6;;2629.13;2763.50;2834.33;3004.01;2921.40;2531.04;3082.75;3153.90;3114.48;3688.91
927;Heiligenschwendi;675.0;247;24;7;;2685.66;2572.53;2698.97;2373.65;2091.01;2431.96;2591.54;2710.44;2691.15;2527.66
928;Heimberg;6365.0;247;24;12;942;1415.83;1592.62;1750.45;1724.21;1861.72;1671.19;1723.39;1724.64;1809.79;1905.35
977;Heimenhausen;1016.0;244;26;15;;2921.79;3149.70;3053.73;2550.69;2498.40;915.57;-1269.44;369.62;1810.33;2043.91
407;Heimiswil;1636.0;245;6;21;;1930.97;1744.71;1880.75;1780.01;1564.32;1852.46;2355.61;2267.68;2412.12;2471.26
408;Hellsau;192.0;245;6;19;;1687.12;1828.45;1868.20;2379.35;2102.98;2117.13;2332.36;2257.17;2378.25;2356.49
610;Herbligen;551.0;246;12;16;;2203.20;2129.94;2266.79;1903.70;2247.28;2305.17;2204.65;2212.54;2219.18;2352.96
978;Hermiswil;96.0;244;26;20;;3509.55;259.33;2131.35;2280.17;-571.11;2543.67;2329.38;2599.16;2875.09;3316.95
737;Hermrigen;262.0;243;16;16;;2175.30;2455.40;2398.62;2615.73;2127.96;2143.92;2543.66;2578.23;2825.07;2660.89
979;Herzogenbuchsee;6795.0;244;26;4;;2280.73;2260.76;1704.68;2330.29;2197.27;2063.32;674.44;2208.09;1958.56;2189.12
929;Hilterfingen;3998.0;247;24;13;942;1973.06;2051.97;2402.39;2531.73;2407.59;2375.32;2924.68;2512.25;2609.62;2686.35
409;Hindelbank;2094.0;245;6;17;;1805.03;1753.59;1979.10;1949.79;1846.88;1944.31;2177.96;1989.83;1711.73;2099.17
580;Hofstetten b.B.;567.0;250;11;17;;2424.11;2457.61;2233.93;2392.41;2130.00;2321.70;2446.21;2345.13;2152.83;2116.53
931;Homberg;502.0;247;24;21;;2405.99;2284.02;2130.61;2111.70;1993.55;2258.23;2439.93;2290.76;2183.02;857.50
932;Horrenbach-Buchen;259.0;247;24;21;;2013.19;2228.30;2471.25;2611.77;2243.41;2325.83;2665.16;2421.49;2067.77;2431.88
954;Huttwil;4726.0;244;25;18;;2779.65;1612.96;1601.10;1460.28;-3311.60;1072.58;1783.64;1363.88;1334.47;1531.01
609;Häutligen;239.0;246;12;21;;2132.76;1753.26;1729.74;2191.15;1873.63;1963.29;1861.39;2120.88;1868.67;2075.57
410;Höchstetten;258.0;245;6;19;;1707.96;1783.79;1676.38;2039.64;2350.84;2328.02;2411.06;2285.40;2550.92;2190.13
930;Höfen;441.0;247;24;16;;1892.40;2120.68;2376.34;2505.12;2672.08;2384.76;2487.27;2701.84;2149.37;2595.87
541;Iffwil;409.0;246;9;20;;1926.17;1817.42;1851.64;1967.56;1915.06;1977.08;2123.52;2216.13;2199.46;2130.48
980;Inkwil;638.0;244;26;15;;2746.04;2844.36;2718.11;2668.45;206.25;2156.57;2305.73;2109.08;2477.60;2324.22
784;Innertkirchen;886.0;250;18;19;;2663.27;2574.96;2722.93;2796.46;2918.89;2852.86;2971.79;2924.54;2644.84;3381.39
496;Ins;3260.0;243;8;20;;3295.63;3403.22;3040.51;3162.23;3230.68;3193.87;3331.29;3177.67;3269.94;3414.03
581;Interlaken;5481.0;250;11;6;;3212.46;3212.40;3230.80;3621.93;3616.55;3078.62;2802.04;2742.69;2985.61;3521.89
739;Ipsach;3913.0;242;16;13;371;2490.53;2124.66;2259.60;2207.48;2222.77;2005.16;2376.36;2259.33;2201.16;2283.10
582;Iseltwald;432.0;250;11;20;;2723.58;2946.07;1888.84;1912.91;2869.80;2733.82;3081.94;2623.72;2709.41;2647.14
362;Ittigen;11006.0;246;3;9;351;2412.32;2416.20;2326.59;2537.23;2399.47;2364.26;2409.01;2951.31;2538.49;2481.33
868;Jaberg;258.0;246;22;15;;1869.66;2114.25;2369.40;2199.90;2244.41;2389.39;1859.17;1968.10;1987.21;2174.22
540;Jegenstorf;4680.0;246;9;10;351;2161.38;1735.00;2053.97;2085.53;2165.11;2036.26;2339.60;2287.74;2173.60;2302.14
738;Jens;681.0;243;16;15;;2821.39;2690.19;2693.17;2785.84;2776.32;2836.62;2794.88;2679.05;2761.26;2986.60
304;Kallnach;1563.0;243;1;19;;2349.85;2639.23;2681.02;2708.60;2693.83;2755.04;2846.53;2836.35;2736.61;2982.76
564;Kandergrund;810.0;249;10;8;;1575.47;1477.06;1352.31;1550.84;1985.07;2076.43;2039.33;2107.06;2244.09;2162.71
565;Kandersteg;1261.0;249;10;6;;2453.45;2519.40;2530.66;2715.13;2509.56;2542.56;2703.66;2774.19;2829.07;2955.65
305;Kappelen;1278.0;243;1;19;;1754.57;1710.14;2090.18;2119.02;2262.05;2258.47;2496.69;1749.91;2368.67;2443.39
869;Kaufdorf;1034.0;246;22;11;351;2436.49;2539.95;2603.84;2096.76;2172.33;2084.25;2191.92;2425.20;2301.64;2314.32
870;Kehrsatz;3964.0;246;22;10;351;2128.77;2339.92;2522.19;2369.10;1868.08;2333.01;2351.54;2111.58;2465.81;2457.15
411;Kernenried;449.0;245;6;15;;1703.06;1605.05;1650.66;1876.68;1853.64;1822.52;1826.19;2042.49;1911.27;2269.50
871;Kienersrüti;52.0;247;22;21;;2227.53;1638.54;2427.94;2348.21;2460.45;2641.20;2731.94;2489.73;2904.47;2665.67
611;Kiesen;857.0;246;12;15;;2341.29;2585.31;2267.59;2489.42;2481.50;2816.67;2621.66;2529.51;2435.45;2567.14
412;Kirchberg;5613.0;245;6;12;404;1895.77;1692.78;2005.75;2128.24;1996.36;2037.86;2164.83;2058.36;2069.04;2159.57
872;Kirchdorf;814.0;246;22;20;;1995.80;2066.46;1932.45;2114.64;1862.67;2195.83;2291.08;2373.43;2166.15;1825.01
873;Kirchenthurnen;271.0;246;22;15;;2116.94;2109.67;2179.25;2317.44;2159.26;1801.23;2608.95;2346.30;2375.83;2432.30
354;Kirchlindach;2815.0;246;3;11;351;2415.14;2338.92;2085.99;1851.20;2249.89;2346.83;2571.29;2495.57;2677.02;2381.26
328;Kleindietwil;0.0;244;2;19;;3397.07;3616.24;3176.26;3409.04;-2042.83;2265.49;2114.45;2396.40;2533.50;0.00
612;Konolfingen;4739.0;246;12;9;351;2334.27;2672.11;2565.17;2431.76;2262.23;2593.36;2495.50;2416.29;2661.79;1771.37
413;Koppigen;2070.0;245;6;17;;2282.56;2327.45;2367.28;2537.43;2500.44;2189.16;2375.01;2414.26;2668.08;2672.32
566;Krattigen;989.0;249;10;17;;2253.79;2317.70;2465.02;2670.72;2013.87;2372.98;2420.26;2272.95;2414.19;2387.40
414;Krauchthal;2318.0;245;6;15;;2199.93;2035.51;1964.31;2337.77;2353.00;2457.88;2478.15;2479.33;2661.05;2795.18
666;Kriechenwil;410.0;246;14;20;;1906.07;2064.47;2113.97;1670.70;2067.30;2036.87;2054.70;1330.83;2078.92;2208.56
355;Köniz;38633.0;246;3;9;351;2616.12;2685.37;2628.14;2767.29;2693.70;2660.65;2983.07;2775.70;2930.39;2804.92
435;La Ferrière;545.0;241;7;19;;2606.27;2330.03;2498.92;2796.43;2596.45;2836.99;2789.36;3012.62;2965.79;3078.02
436;La Heutte;486.0;241;7;15;;2886.10;2815.63;2732.82;2905.87;2862.89;2574.21;3054.61;2808.82;3323.13;2791.48
723;La Neuveville;3559.0;241;13;17;;4011.84;3616.62;3970.29;3887.94;3945.70;3946.74;4257.43;4178.34;4461.81;4552.54
722;Lamboing;682.0;241;13;16;;3144.47;3010.61;2757.14;2952.35;3250.33;2855.88;3379.53;3769.08;3374.79;3029.79
613;Landiswil;628.0;246;12;21;;1646.96;2179.46;2366.90;2328.69;2484.73;2507.98;2642.85;2591.18;2993.11;2715.75
329;Langenthal;15017.0;244;2;3;;2862.67;2830.87;2645.21;2841.64;-4413.12;2358.53;2462.83;2623.43;2796.01;2851.77
902;Langnau i.E.;9018.0;245;23;3;;2350.79;2211.70;2344.84;2240.16;2417.54;2389.26;2549.97;2412.43;2584.98;2520.83
842;Lauenen;810.0;248;20;21;;1838.92;2173.33;2377.10;2440.48;2564.13;2444.22;2766.76;2691.69;2733.55;2865.65
667;Laupen;2830.0;246;14;10;351;2679.30;2631.18;2824.03;2622.46;2645.74;2781.80;2720.59;2800.85;2598.62;2605.86
